host_animal_common,sample_id,gene,gene_type,gene_identifier,gene_name_family,resistance_class
swine,MI48910PPY20123,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
swine,MI48910PPY20123,IncFII,plasmid,IncFII,,MULTI-DRUG
swine,MI48910PPY20123,IncFII(pHN7A8)_pHN7A8,plasmid,IncFII(pHN7A8)_pHN7A8,,MULTI-DRUG
swine,MI48910PPY20123,Col440II,plasmid,Col440II,,colistin
swine,MI48910PPY20123,IncFII(pCoo)_pCoo,plasmid,IncFII(pCoo)_pCoo,,MULTI-DRUG
swine,MI48910PPY20123,IncX2,plasmid,IncX2,,MULTI-DRUG
swine,MI48910PPY20123,IncHI1B(R27)_R27,plasmid,IncHI1B(R27)_R27,,MULTI-DRUG
swine,MI48910PPY20123,IncHI1A,plasmid,IncHI1A,,MULTI-DRUG
swine,MI48910PPY20123,IncFIA(HI1)_HI1,plasmid,IncFIA(HI1)_HI1,,MULTI-DRUG
swine,MI48910PPY20123,IncFIA,plasmid,IncFIA,,MULTI-DRUG
swine,MI48910PPY20123,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
swine,MI48910PPY20123,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
swine,MN55108PPY20248,tet(A),chromosome,tet(A),MFS,tetracycline
swine,MN55108PPY20248,blaEC-5,chromosome,blaEC-5,ampC,beta-lactam
swine,MN55108PPY20248,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
swine,MN55108PPY20248,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
swine,MN55108PPY20248,sul2,chromosome,sul2,sul,sulfonamide
swine,MN55108PPY20248,blaCMY-2,chromosome,CMY-2,CMY,beta-lactam
swine,MN55108PPY20248,aph(3')-Ia,chromosome,APH(3')-Ia,APH(3'),aminoglycoside
swine,MN55108PPY20248,IncA/C2,plasmid,IncA/C2,,MULTI-DRUG
swine,MN55108PPY20248,IncI1_Alpha,plasmid,IncI1_Alpha,,MULTI-DRUG
swine,MN55108PPY20248,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,MN55108PPY20252,tet(B),chromosome,tet(B),MFS,tetracycline
swine,MN55108PPY20252,sul1,chromosome,sul1,sul,sulfonamide
swine,MN55108PPY20252,armA,chromosome,armA,G1405,aminoglycoside
swine,MN55108PPY20252,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
swine,MN55108PPY20252,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
swine,MN55108PPY20252,tet(A),chromosome,tet(A),MFS,tetracycline
swine,MN55108PPY20252,msr(E),chromosome,msr(E),MSR,macrolide
swine,MN55108PPY20252,mph(E),chromosome,mph(E),MPH,macrolide
swine,MN55108PPY20252,qnrB19,chromosome,qnrB19,qnr,fluoroquinolone
swine,MN55108PPY20252,aadA5,chromosome,aadA5,ANT(3''),aminoglycoside
swine,MN55108PPY20252,dfrA1,chromosome,dfrA1,dfr,folate pathway antagonist
swine,MN55108PPY20252,dfrA12,chromosome,dfrA12,dfr,folate pathway antagonist
swine,MN55108PPY20252,aadA2,chromosome,aadA2,ANT(3''),aminoglycoside
swine,MN55108PPY20252,bleO,chromosome,bleO,Bleomycin,bleomycin
swine,MN55108PPY20252,aph(3')-Ia,chromosome,APH(3')-Ia,APH(3'),aminoglycoside
swine,MN55108PPY20252,blaCMY-2,chromosome,CMY-2,CMY,beta-lactam
swine,MN55108PPY20252,sul2,chromosome,sul2,sul,sulfonamide
swine,MN55108PPY20252,mph(A),chromosome,mph(A),MPH,macrolide
swine,MN55108PPY20252,blaEC,chromosome,blaEC,ampC,beta-lactam
swine,MN55108PPY20252,tet(34),chromosome,tet34,tet,tetracycline
swine,MN55108PPY20252,aph(4)-Ia,chromosome,APH(4)-Ia,APH(3'),aminoglycoside
swine,MN55108PPY20252,aac(3)-IVa,chromosome,AAC(3)-IVa,AAC(3),aminoglycoside
swine,MN55108PPY20252,aac(3)-IVa,chromosome,AAC(3)-IV,AAC(3),aminoglycoside
swine,MN55108PPY20252,ColE10,plasmid,ColE10,,colistin
swine,MN55108PPY20252,IncA/C2,plasmid,IncA/C2,,MULTI-DRUG
swine,MN55108PPY20252,ColRNAI,plasmid,ColRNAI,,colistin
swine,MN55108PPY20252,Col8282,plasmid,Col8282,,colistin
swine,MN55108PPY20252,IncX1,plasmid,IncX1,,MULTI-DRUG
swine,MN55108PPY20252,Col440I,plasmid,Col440I,,colistin
swine,MN55108PPY20252,p0111,plasmid,p0111,,MULTI-DRUG
swine,MN55108PPY20252,IncI2,plasmid,IncI2,,MULTI-DRUG
swine,MN55108PPY20252,IncHI2A,plasmid,IncHI2A,,MULTI-DRUG
swine,MN55108PPY20252,RepA_pKPC-CAV1321,plasmid,RepA_pKPC-CAV1321,,MULTI-DRUG
swine,MN55108PPY20252,IncHI2,plasmid,IncHI2,,MULTI-DRUG
swine,MN55108PPY20252,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
swine,MN55108PPY20252,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
swine,MN55108PPY20252,sul10,chromosome,sul10,sul,sulfonamide
swine,MN55108PPY20252,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
swine,MN55108PPY20252,dfrA10,chromosome,dfrA10,dfr,folate pathway antagonist
swine,MN55108PPY20252,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,MN55108PPY20252,aph(3')-Ia0,chromosome,APH(3')-Ia,APH(3'),aminoglycoside
swine,MN55108PPY20260,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
swine,MN55108PPY20260,tet(A),chromosome,tet(A),MFS,tetracycline
swine,MN55108PPY20260,bleO,chromosome,bleO,Bleomycin,bleomycin
swine,MN55108PPY20260,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
swine,MN55108PPY20260,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
swine,MN55108PPY20260,aph(3')-Ia,chromosome,APH(3')-Ia,APH(3'),aminoglycoside
swine,MN55108PPY20260,ant(2'')-Ia,chromosome,ANT(2'')-Ia,ANT(2''),aminoglycoside
swine,MN55108PPY20260,cmlA5,chromosome,cmlA5,MFS,phenicol
swine,MN55108PPY20260,sul1,chromosome,sul1,sul,sulfonamide
swine,MN55108PPY20260,blaCMY-2,chromosome,CMY-2,CMY,beta-lactam
swine,MN55108PPY20260,sul2,chromosome,sul2,sul,sulfonamide
swine,MN55108PPY20260,tet(34),chromosome,tet34,tet,tetracycline
swine,MN55108PPY20260,blaEC,chromosome,blaEC,ampC,beta-lactam
swine,MN55108PPY20260,IncFII(pSE11)_pSE11,plasmid,IncFII(pSE11)_pSE11,,MULTI-DRUG
swine,MN55108PPY20260,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
swine,MN55108PPY20260,ColRNAI,plasmid,ColRNAI,,colistin
swine,MN55108PPY20260,Col440I,plasmid,Col440I,,colistin
swine,MN55108PPY20260,IncI1_Alpha,plasmid,IncI1_Alpha,,MULTI-DRUG
swine,MN55108PPY20260,IncA/C2,plasmid,IncA/C2,,MULTI-DRUG
swine,MN55108PPY20260,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
swine,MN55108PPY20260,IncFII(pMET)_pMET1,plasmid,IncFII(pMET)_pMET1,,MULTI-DRUG
swine,MN55108PPY20260,blaTEM-104,chromosome,blaTEM-104,TEM,beta-lactam
swine,MN55108PPY20260,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
swine,MN55108PPY20260,aph(3')-Ia0,chromosome,APH(3')-Ia,APH(3'),aminoglycoside
swine,MN55108PPY20260,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
swine,MN55108PPY20260,cmlA1,chromosome,cmlA1,MFS,phenicol
swine,MN55108PPY20260,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,MN55108PPY20276,blaSHV-12,chromosome,SHV-12,SHV,beta-lactam
swine,MN55108PPY20276,sul1,chromosome,sul1,sul,sulfonamide
swine,MN55108PPY20276,dfrA19,chromosome,dfrA19,dfr,folate pathway antagonist
swine,MN55108PPY20276,tet(D),chromosome,tet(D),MFS,tetracycline
swine,MN55108PPY20276,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
swine,MN55108PPY20276,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
swine,MN55108PPY20276,qnrB2,chromosome,qnrB2,qnr,fluoroquinolone
swine,MN55108PPY20276,mcr-9.1,chromosome,mcr-9.1,MCR,colistin
swine,MN55108PPY20276,blaEC,chromosome,blaEC,ampC,beta-lactam
swine,MN55108PPY20276,aadA2,chromosome,aadA2,ANT(3''),aminoglycoside
swine,MN55108PPY20276,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
swine,MN55108PPY20276,tet(34),chromosome,tet34,tet,tetracycline
swine,MN55108PPY20276,aph(3')-Ia,chromosome,APH(3')-Ia,APH(3'),aminoglycoside
swine,MN55108PPY20276,sul2,chromosome,sul2,sul,sulfonamide
swine,MN55108PPY20276,tet(A),chromosome,tet(A),MFS,tetracycline
swine,MN55108PPY20276,ere(A),chromosome,ere(A),Ere,macrolide
swine,MN55108PPY20276,arr-269927220,chromosome,arr-2,Arr,rifamycin
swine,MN55108PPY20276,aac(3)-II,chromosome,AAC(3)-IIg,AAC(3),aminoglycoside
swine,MN55108PPY20276,aac(3)-II,chromosome,AAC(3)-IId,AAC(3),aminoglycoside
swine,MN55108PPY20276,aac(6')-IIc,chromosome,AAC(6')-IIc,AAC(6'),aminoglycoside
swine,MN55108PPY20276,IncFII(pCoo)_pCoo,plasmid,IncFII(pCoo)_pCoo,,MULTI-DRUG
swine,MN55108PPY20276,IncHI2,plasmid,IncHI2,,MULTI-DRUG
swine,MN55108PPY20276,RepA_pKPC-CAV1321,plasmid,RepA_pKPC-CAV1321,,MULTI-DRUG
swine,MN55108PPY20276,IncHI2A,plasmid,IncHI2A,,MULTI-DRUG
swine,MN55108PPY20276,IncX4,plasmid,IncX4,,MULTI-DRUG
swine,MN55108PPY20276,IncI1_Alpha,plasmid,IncI1_Alpha,,MULTI-DRUG
swine,MN55108PPY20276,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
swine,MN55108PPY20276,IncX1,plasmid,IncX1,,MULTI-DRUG
swine,MN55108PPY20276,Col8282,plasmid,Col8282,,colistin
swine,MN55108PPY20276,sul10,chromosome,sul10,sul,sulfonamide
swine,MN55108PPY20276,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
swine,MN55108PPY20276,mcr-9,chromosome,mcr-9,MCR,colistin
swine,MN55108PPY20276,aac(3)-Ib,chromosome,AAC(3)-Ib,AAC(3),aminoglycoside
swine,MN55108PPY20276,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
swine,MN55108PPY20276,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,MN55108PPY20276,aph(3')-Ia0,chromosome,APH(3')-Ia,APH(3'),aminoglycoside
swine,MN55108PPY20276,aac(3)-IIb,chromosome,AAC(3)-IIb,AAC(3),aminoglycoside
swine,MO65211PPY20401,blaEC-15,chromosome,blaEC-15,ampC,beta-lactam
swine,MO65211PPY20401,tet(34),chromosome,tet34,tet,tetracycline
swine,MO65211PPY20401,tet(B),chromosome,tet(B),MFS,tetracycline
swine,MO65211PPY20401,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
swine,MO65211PPY20401,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
swine,MO65211PPY20401,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,MO65211PPY20402,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
swine,MO65211PPY20402,tet(34),chromosome,tet34,tet,tetracycline
swine,MO65211PPY20402,tet(B),chromosome,tet(B),MFS,tetracycline
swine,MO65211PPY20402,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
swine,MO65211PPY20402,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
swine,MO65211PPY20402,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,MO65211PPY20403,tet(34),chromosome,tet34,tet,tetracycline
swine,MO65211PPY20403,blaEC,chromosome,blaEC,ampC,beta-lactam
swine,MO65211PPY20403,tet(M),chromosome,tet(M),MFS,tetracycline
swine,MO65211PPY20403,floR,chromosome,floR,MFS,phenicol
swine,MO65211PPY20403,qnrB19,chromosome,qnrB19,qnr,fluoroquinolone
swine,MO65211PPY20403,aadA2,chromosome,aadA2,ANT(3''),aminoglycoside
swine,MO65211PPY20403,lnu(F),chromosome,lnu(F),LNU,lincosamide
swine,MO65211PPY20403,qnrS1,chromosome,qnrS1,qnr,fluoroquinolone
swine,MO65211PPY20403,p0111,plasmid,p0111,,MULTI-DRUG
swine,MO65211PPY20403,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
swine,MO65211PPY20403,ColE10,plasmid,ColE10,,colistin
swine,MO65211PPY20403,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
swine,MO65211PPY20403,Col440I,plasmid,Col440I,,colistin
swine,MO65211PPY20403,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,MO65211PPY20403,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
swine,MO65211PPY20406,blaEC,chromosome,blaEC,ampC,beta-lactam
swine,MO65211PPY20406,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
swine,MO65211PPY20406,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
swine,MO65211PPY20406,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,ND58102PPY20102,tet(34),chromosome,tet34,tet,tetracycline
swine,ND58102PPY20102,tet(B),chromosome,tet(B),MFS,tetracycline
swine,ND58102PPY20102,blaEC-13,chromosome,blaEC-13,ampC,beta-lactam
swine,ND58102PPY20102,blaEC-8,chromosome,blaEC-8,ampC,beta-lactam
swine,ND58102PPY20102,ColE10,plasmid,ColE10,,colistin
swine,ND58102PPY20102,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
swine,ND58102PPY20102,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
swine,ND58102PPY20102,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,NE68583PPY20157,blaEC,chromosome,blaEC,ampC,beta-lactam
swine,NE68583PPY20157,tet(34),chromosome,tet34,tet,tetracycline
swine,NE68583PPY20157,tet(A),chromosome,tet(A),MFS,tetracycline
swine,NE68583PPY20157,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
swine,NE68583PPY20157,Col440I,plasmid,Col440I,,colistin
swine,NE68583PPY20157,IncI2_Delta,plasmid,IncI2_Delta,,MULTI-DRUG
swine,NE68583PPY20157,IncI1_Alpha,plasmid,IncI1_Alpha,,MULTI-DRUG
swine,NE68583PPY20157,IncFII,plasmid,IncFII,,MULTI-DRUG
swine,NE68583PPY20157,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
swine,NE68583PPY20157,IncFII(pSE11)_pSE11,plasmid,IncFII(pSE11)_pSE11,,MULTI-DRUG
swine,NE68583PPY20157,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
swine,NE68583PPY20157,ColRNAI,plasmid,ColRNAI,,colistin
swine,NE68583PPY20157,IncFIB(K)_Kpn3,plasmid,IncFIB(K)_Kpn3,,MULTI-DRUG
swine,NE68583PPY20157,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,NE68583PPY20157,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
swine,NY14853PPY20015,tet(34),chromosome,tet34,tet,tetracycline
swine,NY14853PPY20015,blaEC-5,chromosome,blaEC-5,ampC,beta-lactam
swine,NY14853PPY20015,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,NY14853PPY20200,tet(34),chromosome,tet34,tet,tetracycline
swine,NY14853PPY20200,tet(B),chromosome,tet(B),MFS,tetracycline
swine,NY14853PPY20200,aadA2,chromosome,aadA2,ANT(3''),aminoglycoside
swine,NY14853PPY20200,cmlA1,chromosome,cmlA1,MFS,phenicol
swine,NY14853PPY20200,aadA1,chromosome,aadA1,ANT(3''),aminoglycoside
swine,NY14853PPY20200,sul3,chromosome,sul3,sul,sulfonamide
swine,NY14853PPY20200,mef(B),chromosome,mef(B),MFS,macrolide
swine,NY14853PPY20200,blaEC,chromosome,blaEC,ampC,beta-lactam
swine,NY14853PPY20200,catA1,chromosome,catA1,CAT,phenicol
swine,NY14853PPY20200,aph(3')-Ia,chromosome,APH(3')-Ia,APH(3'),aminoglycoside
swine,NY14853PPY20200,IncHI1B(R27)_R27,plasmid,IncHI1B(R27)_R27,,MULTI-DRUG
swine,NY14853PPY20200,IncHI1A,plasmid,IncHI1A,,MULTI-DRUG
swine,NY14853PPY20200,IncFIA(HI1)_HI1,plasmid,IncFIA(HI1)_HI1,,MULTI-DRUG
swine,NY14853PPY20200,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,NY14853PPY20200,aac(3)-Ib,chromosome,AAC(3)-Ib,AAC(3),aminoglycoside
swine,NY14853PPY20200,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
swine,NY14853PPY20419,tet(34),chromosome,tet34,tet,tetracycline
swine,NY14853PPY20419,tet(B),chromosome,tet(B),MFS,tetracycline
swine,NY14853PPY20419,blaEC,chromosome,blaEC,ampC,beta-lactam
swine,NY14853PPY20419,IncFIB(pHCM2)_pHCM2,plasmid,IncFIB(pHCM2)_pHCM2,,MULTI-DRUG
swine,NY14853PPY20419,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,OH43068PPY20035,aac(3)-IIa,chromosome,AAC(3)-IIe,AAC(3),aminoglycoside
swine,OH43068PPY20035,aac(3)-IIa,chromosome,AAC(3)-II,AAC(3),aminoglycoside
swine,OH43068PPY20035,floR,chromosome,floR,MFS,phenicol
swine,OH43068PPY20035,tet(A),chromosome,tet(A),MFS,tetracycline
swine,OH43068PPY20035,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
swine,OH43068PPY20035,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
swine,OH43068PPY20035,dfrA14,chromosome,dfrA14,dfr,folate pathway antagonist
swine,OH43068PPY20035,sul2,chromosome,sul2,sul,sulfonamide
swine,OH43068PPY20035,blaCMY-2,chromosome,CMY-2,CMY,beta-lactam
swine,OH43068PPY20035,tet(34),chromosome,tet34,tet,tetracycline
swine,OH43068PPY20035,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
swine,OH43068PPY20035,aadA1,chromosome,aadA1,ANT(3''),aminoglycoside
swine,OH43068PPY20035,lnu(F),chromosome,lnu(F),LNU,lincosamide
swine,OH43068PPY20035,dfrA17,chromosome,dfrA17,dfr,folate pathway antagonist
swine,OH43068PPY20035,aadA5,chromosome,aadA5,ANT(3''),aminoglycoside
swine,OH43068PPY20035,sul1,chromosome,sul1,sul,sulfonamide
swine,OH43068PPY20035,mph(A),chromosome,mph(A),MPH,macrolide
swine,OH43068PPY20035,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
swine,OH43068PPY20035,tet(B),chromosome,tet(B),MFS,tetracycline
swine,OH43068PPY20035,Col(MG828),plasmid,Col(MG828),,colistin
swine,OH43068PPY20035,IncY,plasmid,IncY,,MULTI-DRUG
swine,OH43068PPY20035,IncA/C2,plasmid,IncA/C2,,MULTI-DRUG
swine,OH43068PPY20035,IncFII,plasmid,IncFII,,MULTI-DRUG
swine,OH43068PPY20035,IncFIA,plasmid,IncFIA,,MULTI-DRUG
swine,OH43068PPY20035,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
swine,OH43068PPY20035,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,OH43068PPY20035,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
swine,OH43068PPY20035,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
swine,OH43068PPY20037,sul2,chromosome,sul2,sul,sulfonamide
swine,OH43068PPY20037,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
swine,OH43068PPY20037,tet(34),chromosome,tet34,tet,tetracycline
swine,OH43068PPY20037,aadA22,chromosome,aadA22,ANT(3''),aminoglycoside
swine,OH43068PPY20037,aac(3)-VIa,chromosome,AAC(3)-VIa,AAC(3),aminoglycoside
swine,OH43068PPY20037,sul1,chromosome,sul1,sul,sulfonamide
swine,OH43068PPY20037,blaEC-15,chromosome,blaEC-15,ampC,beta-lactam
swine,OH43068PPY20037,mph(E),chromosome,mph(E),MPH,macrolide
swine,OH43068PPY20037,msr(E),chromosome,msr(E),MSR,macrolide
swine,OH43068PPY20037,tet(B),chromosome,tet(B),MFS,tetracycline
swine,OH43068PPY20037,mef(C),chromosome,mef(C),MFS,macrolide
swine,OH43068PPY20037,mph(G),chromosome,mph(G),MPH,macrolide
swine,OH43068PPY20037,Col440I,plasmid,Col440I,,colistin
swine,OH43068PPY20037,IncA/C2,plasmid,IncA/C2,,MULTI-DRUG
swine,OH43068PPY20037,Col(MG828),plasmid,Col(MG828),,colistin
swine,OH43068PPY20037,IncFIA,plasmid,IncFIA,,MULTI-DRUG
swine,OH43068PPY20037,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
swine,OH43068PPY20037,IncX1,plasmid,IncX1,,MULTI-DRUG
swine,OH43068PPY20037,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
swine,OH43068PPY20037,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
swine,OH43068PPY20037,blaTEM-104,chromosome,blaTEM-104,TEM,beta-lactam
swine,OH43068PPY20037,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,OH43068PPY20037,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
swine,OH43068PPY20038,dfrA5,chromosome,dfrA5,dfr,folate pathway antagonist
swine,OH43068PPY20038,tet(34),chromosome,tet34,tet,tetracycline
swine,OH43068PPY20038,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
swine,OH43068PPY20038,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
swine,OH43068PPY20038,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
swine,OH43068PPY20038,sul2,chromosome,sul2,sul,sulfonamide
swine,OH43068PPY20038,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
swine,OH43068PPY20038,aph(3')-Ia,chromosome,APH(3')-Ia,APH(3'),aminoglycoside
swine,OH43068PPY20038,pENTAS02,plasmid,pENTAS02,,MULTI-DRUG
swine,OH43068PPY20038,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
swine,OH43068PPY20038,IncFII,plasmid,IncFII,,MULTI-DRUG
swine,OH43068PPY20038,Col(MGD2),plasmid,Col(MGD2),,colistin
swine,OH43068PPY20038,Col(Ye4449),plasmid,Col(Ye4449),,colistin
swine,OH43068PPY20038,IncQ1,plasmid,IncQ1,,MULTI-DRUG
swine,OH43068PPY20038,ColRNAI,plasmid,ColRNAI,,colistin
swine,OH43068PPY20038,Col(MG828),plasmid,Col(MG828),,colistin
swine,OH43068PPY20038,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,OH43068PPY20038,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
swine,OH43068PPY20038,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
swine,OH43068PPY20074,mef(B),chromosome,mef(B),MFS,macrolide
swine,OH43068PPY20074,sul3,chromosome,sul3,sul,sulfonamide
swine,OH43068PPY20074,tet(M),chromosome,tet(M),MFS,tetracycline
swine,OH43068PPY20074,blaEC-13,chromosome,blaEC-13,ampC,beta-lactam
swine,OH43068PPY20074,tet(34),chromosome,tet34,tet,tetracycline
swine,OH43068PPY20074,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
swine,OH43068PPY20074,bleO,chromosome,bleO,Bleomycin,bleomycin
swine,OH43068PPY20074,aadA2,chromosome,aadA2,ANT(3''),aminoglycoside
swine,OH43068PPY20074,dfrA12,chromosome,dfrA12,dfr,folate pathway antagonist
swine,OH43068PPY20074,tet(A),chromosome,tet(A),MFS,tetracycline
swine,OH43068PPY20074,Col8282,plasmid,Col8282,,colistin
swine,OH43068PPY20074,ColRNAI,plasmid,ColRNAI,,colistin
swine,OH43068PPY20074,Col(MG828),plasmid,Col(MG828),,colistin
swine,OH43068PPY20074,p0111,plasmid,p0111,,MULTI-DRUG
swine,OH43068PPY20074,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
swine,OH43068PPY20074,IncX4,plasmid,IncX4,,MULTI-DRUG
swine,OH43068PPY20074,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
swine,OH43068PPY20074,IncFII,plasmid,IncFII,,MULTI-DRUG
swine,OH43068PPY20074,Col440II,plasmid,Col440II,,colistin
swine,OH43068PPY20074,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,OH43068PPY20074,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
swine,PA17110PPY20059,tet(34),chromosome,tet34,tet,tetracycline
swine,PA17110PPY20059,blaEC-13,chromosome,blaEC-13,ampC,beta-lactam
swine,PA17110PPY20059,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,SD57007PPY20131,tet(34),chromosome,tet34,tet,tetracycline
swine,SD57007PPY20131,blaCMY-2,chromosome,CMY-2,CMY,beta-lactam
swine,SD57007PPY20131,sul2,chromosome,sul2,sul,sulfonamide
swine,SD57007PPY20131,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
swine,SD57007PPY20131,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
swine,SD57007PPY20131,tet(A),chromosome,tet(A),MFS,tetracycline
swine,SD57007PPY20131,floR,chromosome,floR,MFS,phenicol
swine,SD57007PPY20131,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
swine,SD57007PPY20131,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
swine,SD57007PPY20131,IncI1_Alpha,plasmid,IncI1_Alpha,,MULTI-DRUG
swine,SD57007PPY20131,IncX1,plasmid,IncX1,,MULTI-DRUG
swine,SD57007PPY20131,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
swine,SD57007PPY20131,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,SD57007PPY20142,blaEC-13,chromosome,blaEC-13,ampC,beta-lactam
swine,SD57007PPY20142,blaCTX-M-55,chromosome,CTX-M-55,CTX-M,beta-lactam
swine,SD57007PPY20142,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
swine,SD57007PPY20142,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
swine,SD57007PPY20142,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
swine,SD57007PPY20142,sul2,chromosome,sul2,sul,sulfonamide
swine,SD57007PPY20142,aadA1,chromosome,aadA1,ANT(3''),aminoglycoside
swine,SD57007PPY20142,sul3,chromosome,sul3,sul,sulfonamide
